full_text,cleasing,Tokenization and Case Folding,filtering,stemming
Perbedaan pendapat dalam politik adalah wajar maka dari itu seluruh lapisan masyarakat agar menjaga kerukunan pasca pemilu dan merawat kebhinekaan. #Pemiluindonesiadamai2024 #DamaiIndonesia #tiktokban #ramadan2024 #PemiluDamai #IndonesiaEmas https://t.co/nvWWkpPuWb,Perbedaan pendapat dalam politik adalah wajar maka dari itu seluruh lapisan masyarakat agar menjaga kerukunan pasca pemilu dan merawat kebhinekaan Pemiluindonesiadamai DamaiIndonesia tiktokban ramadan PemiluDamai IndonesiaEmas ,"['perbedaan', 'pendapat', 'dalam', 'politik', 'adalah', 'wajar', 'maka', 'dari', 'itu', 'seluruh', 'lapisan', 'masyarakat', 'agar', 'menjaga', 'kerukunan', 'pasca', 'pemilu', 'dan', 'merawat', 'kebhinekaan', 'pemiluindonesiadamai', 'damaiindonesia', 'tiktokban', 'ramadan', 'pemiludamai', 'indonesiaemas']","['perbedaan', 'pendapat', 'politik', 'wajar', 'lapisan', 'masyarakat', 'menjaga', 'kerukunan', 'pasca', 'pemilu', 'merawat', 'kebhinekaan', 'pemiluindonesiadamai', 'damaiindonesia', 'tiktokban', 'ramadan', 'pemiludamai', 'indonesiaemas']","['beda', 'dapat', 'politik', 'wajar', 'lapis', 'masyarakat', 'jaga', 'rukun', 'pasca', 'milu', 'rawat', 'kebhinekaan', 'pemiluindonesiadamai', 'damaiindonesia', 'tiktokban', 'ramadan', 'pemiludamai', 'indonesiaemas']"
@ARSIPAJA Artinya Kelen yang Gagal sejahtera kan Peternak dan Petani. Kalo kejadian gini Kelen ngomongin sedekah. Coba hentikan proyek Mercusuar IKN untuk sedekah ke Petani dan Peternak. SubhanAllah #IndonesiaEmas https://t.co/zi7gUmlSKP,ARSIPAJA Artinya Kelen yang Gagal sejahtera kan Peternak dan Petani Kalo kejadian gini Kelen ngomongin sedekah Coba hentikan proyek Mercusuar IKN untuk sedekah ke Petani dan Peternak SubhanAllah IndonesiaEmas ,"['arsipaja', 'artinya', 'kelen', 'yang', 'gagal', 'sejahtera', 'kan', 'peternak', 'dan', 'petani', 'kalo', 'kejadian', 'gini', 'kelen', 'ngomongin', 'sedekah', 'coba', 'hentikan', 'proyek', 'mercusuar', 'ikn', 'untuk', 'sedekah', 'ke', 'petani', 'dan', 'peternak', 'subhanallah', 'indonesiaemas']","['arsipaja', 'kelen', 'gagal', 'sejahtera', 'peternak', 'petani', 'kalo', 'kejadian', 'gini', 'kelen', 'ngomongin', 'sedekah', 'coba', 'hentikan', 'proyek', 'mercusuar', 'ikn', 'sedekah', 'petani', 'peternak', 'subhanallah', 'indonesiaemas']","['arsipaja', 'kelen', 'gagal', 'sejahtera', 'ternak', 'tani', 'kalo', 'jadi', 'gin', 'kelen', 'ngomongin', 'sedekah', 'coba', 'henti', 'proyek', 'mercusuar', 'ikn', 'sedekah', 'tani', 'ternak', 'subhanallah', 'indonesiaemas']"
Prabowo Gibran dan Optimisme Indonesia Emas 2045. Webinar Ekonomi PROJO Muda Jakarta Jumat 15 Maret 2024 Pukul 15.00 - 17.00 WIB Zoom ID: 863 8014 8418 Pass: Projo2024 PROJO MUDA Muda Mengabdi Mendunia #projo #projomuda #setiadigarisrakyat #mudamengabdimendunia #indonesiaemas https://t.co/mfJGtxZkB2,Prabowo Gibran dan Optimisme Indonesia Emas  Webinar Ekonomi PROJO Muda Jakarta Jumat  Maret  Pukul    WIB Zoom ID    Pass Projo PROJO MUDA Muda Mengabdi Mendunia projo projomuda setiadigarisrakyat mudamengabdimendunia indonesiaemas ,"['prabowo', 'gibran', 'dan', 'optimisme', 'indonesia', 'emas', 'webinar', 'ekonomi', 'projo', 'muda', 'jakarta', 'jumat', 'maret', 'pukul', 'wib', 'zoom', 'id', 'pass', 'projo', 'projo', 'muda', 'muda', 'mengabdi', 'mendunia', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiaemas']","['prabowo', 'gibran', 'optimisme', 'indonesia', 'emas', 'webinar', 'ekonomi', 'projo', 'muda', 'jakarta', 'jumat', 'maret', 'wib', 'zoom', 'id', 'pass', 'projo', 'projo', 'muda', 'muda', 'mengabdi', 'mendunia', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiaemas']","['prabowo', 'gibran', 'optimisme', 'indonesia', 'emas', 'webinar', 'ekonomi', 'projo', 'muda', 'jakarta', 'jumat', 'maret', 'wib', 'zoom', 'id', 'pass', 'projo', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiaemas']"
Presiden kita punya Gubernur masih aktif bupati juga masih berjalan masa kerja nya Anggota Dewan banyak di setiap lokasi wilayah. Ko masih ada jalan yang seperti ini katanya negara kita itu Negara Indonesia Maju #IndonesiaMaju #IndonesiaEmas #PrabowoGibran2024 #MentriPupr https://t.co/j5x5jD6d1g,Presiden kita punya Gubernur masih aktif bupati juga masih berjalan masa kerja nya Anggota Dewan banyak di setiap lokasi wilayah Ko masih ada jalan yang seperti ini katanya negara kita itu Negara Indonesia Maju IndonesiaMaju IndonesiaEmas PrabowoGibran MentriPupr ,"['presiden', 'kita', 'punya', 'gubernur', 'masih', 'aktif', 'bupati', 'juga', 'masih', 'berjalan', 'masa', 'kerja', 'nya', 'anggota', 'dewan', 'banyak', 'di', 'setiap', 'lokasi', 'wilayah', 'ko', 'masih', 'ada', 'jalan', 'yang', 'seperti', 'ini', 'katanya', 'negara', 'kita', 'itu', 'negara', 'indonesia', 'maju', 'indonesiamaju', 'indonesiaemas', 'prabowogibran', 'mentripupr']","['presiden', 'gubernur', 'aktif', 'bupati', 'berjalan', 'kerja', 'nya', 'anggota', 'dewan', 'lokasi', 'wilayah', 'ko', 'jalan', 'negara', 'negara', 'indonesia', 'maju', 'indonesiamaju', 'indonesiaemas', 'prabowogibran', 'mentripupr']","['presiden', 'gubernur', 'aktif', 'bupati', 'jalan', 'kerja', 'nya', 'anggota', 'dewan', 'lokasi', 'wilayah', 'ko', 'jalan', 'negara', 'negara', 'indonesia', 'maju', 'indonesiamaju', 'indonesiaemas', 'prabowogibran', 'mentripupr']"
Jokowi di IKN #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #prabowo #prabowosubianto #ikn https://t.co/DfckJcnk3v,Jokowi di IKN jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia prabowo prabowosubianto ikn ,"['jokowi', 'di', 'ikn', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'ikn']","['jokowi', 'ikn', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'ikn']","['jokowi', 'ikn', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto', 'ikn']"
Samsul gemoy #IndonesiaEmas #Pemilu2024,Samsul gemoy IndonesiaEmas Pemilu,"['samsul', 'gemoy', 'indonesiaemas', 'pemilu']","['samsul', 'gemoy', 'indonesiaemas', 'pemilu']","['samsul', 'gemoy', 'indonesiaemas', 'milu']"
Budi Arie mengapresiasi hitungan KawalPemilu yang menyatakan Prabowo-Gibran menang satu putaran. Budi Arie mengajak semua pihak bersatu kembali usai pemilu. https://t.co/rUCWqvzs4J #projo #jokowi #IndonesiaEmas,Budi Arie mengapresiasi hitungan KawalPemilu yang menyatakan PrabowoGibran menang satu putaran Budi Arie mengajak semua pihak bersatu kembali usai pemilu  projo jokowi IndonesiaEmas,"['budi', 'arie', 'mengapresiasi', 'hitungan', 'kawalpemilu', 'yang', 'menyatakan', 'prabowogibran', 'menang', 'satu', 'putaran', 'budi', 'arie', 'mengajak', 'semua', 'pihak', 'bersatu', 'kembali', 'usai', 'pemilu', 'projo', 'jokowi', 'indonesiaemas']","['budi', 'arie', 'mengapresiasi', 'hitungan', 'kawalpemilu', 'prabowogibran', 'menang', 'putaran', 'budi', 'arie', 'mengajak', 'bersatu', 'pemilu', 'projo', 'jokowi', 'indonesiaemas']","['budi', 'arie', 'apresiasi', 'hitung', 'kawalpemilu', 'prabowogibran', 'menang', 'putar', 'budi', 'arie', 'ajak', 'satu', 'milu', 'projo', 'jokowi', 'indonesiaemas']"
Prabowo bersama Presiden Prancis #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #prabowo #prabowosubianto https://t.co/Zb9su2ZIEZ,Prabowo bersama Presiden Prancis jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia prabowo prabowosubianto ,"['prabowo', 'bersama', 'presiden', 'prancis', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']","['prabowo', 'presiden', 'prancis', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']","['prabowo', 'presiden', 'prancis', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']"
PROJO RESPON HAK ANGKET SELISIH 50 JUTA SUARA TERUS MAU APA? #projo #jokowi #IndonesiaEmas https://t.co/d7Tdde5StJ,PROJO RESPON HAK ANGKET SELISIH  JUTA SUARA TERUS MAU APA projo jokowi IndonesiaEmas ,"['projo', 'respon', 'hak', 'angket', 'selisih', 'juta', 'suara', 'terus', 'mau', 'apa', 'projo', 'jokowi', 'indonesiaemas']","['projo', 'respon', 'hak', 'angket', 'selisih', 'juta', 'suara', 'projo', 'jokowi', 'indonesiaemas']","['projo', 'respon', 'hak', 'angket', 'selisih', 'juta', 'suara', 'projo', 'jokowi', 'indonesiaemas']"
Hari Ke 3 Bulan Ramadan Selamat Berbuka Puasa #projo #jokowi #IndonesiaEmas https://t.co/7fY7kBAiS1,Hari Ke  Bulan Ramadan Selamat Berbuka Puasa projo jokowi IndonesiaEmas ,"['hari', 'ke', 'bulan', 'ramadan', 'selamat', 'berbuka', 'puasa', 'projo', 'jokowi', 'indonesiaemas']","['ramadan', 'selamat', 'berbuka', 'puasa', 'projo', 'jokowi', 'indonesiaemas']","['ramadan', 'selamat', 'buka', 'puasa', 'projo', 'jokowi', 'indonesiaemas']"
Tanggapan Projo tentang Hak Angket. #projo #jokowi #IndonesiaEmas https://t.co/4naiOeaObo,Tanggapan Projo tentang Hak Angket projo jokowi IndonesiaEmas ,"['tanggapan', 'projo', 'tentang', 'hak', 'angket', 'projo', 'jokowi', 'indonesiaemas']","['tanggapan', 'projo', 'hak', 'angket', 'projo', 'jokowi', 'indonesiaemas']","['tanggap', 'projo', 'hak', 'angket', 'projo', 'jokowi', 'indonesiaemas']"
 Hak angket gimana (kalau) selisih (perolehan suara) 50 juta.Hak angket dari mana? Coba dipikirin kecurangan dari mana 50 juta loh selisihnya. Kalau cuma 10- 20rb boleh selisih 50 juta sehebat apa bisa curang 50 juta. Ya hak angket buat apa? #projo #jokowi #IndonesiaEmas https://t.co/wzpn9JqYZD, Hak angket gimana kalau selisih perolehan suara  jutaHak angket dari mana Coba dipikirin kecurangan dari mana  juta loh selisihnya Kalau cuma  rb boleh selisih  juta sehebat apa bisa curang  juta Ya hak angket buat apa projo jokowi IndonesiaEmas ,"['hak', 'angket', 'gimana', 'kalau', 'selisih', 'perolehan', 'suara', 'jutahak', 'angket', 'dari', 'mana', 'coba', 'dipikirin', 'kecurangan', 'dari', 'mana', 'juta', 'loh', 'selisihnya', 'kalau', 'cuma', 'rb', 'boleh', 'selisih', 'juta', 'sehebat', 'apa', 'bisa', 'curang', 'juta', 'ya', 'hak', 'angket', 'buat', 'apa', 'projo', 'jokowi', 'indonesiaemas']","['hak', 'angket', 'gimana', 'selisih', 'perolehan', 'suara', 'jutahak', 'angket', 'coba', 'dipikirin', 'kecurangan', 'juta', 'loh', 'selisihnya', 'rb', 'selisih', 'juta', 'sehebat', 'curang', 'juta', 'ya', 'hak', 'angket', 'projo', 'jokowi', 'indonesiaemas']","['hak', 'angket', 'gimana', 'selisih', 'oleh', 'suara', 'jutahak', 'angket', 'coba', 'dipikirin', 'curang', 'juta', 'loh', 'selisih', 'rb', 'selisih', 'juta', 'hebat', 'curang', 'juta', 'ya', 'hak', 'angket', 'projo', 'jokowi', 'indonesiaemas']"
 Dari penelitian ini kami tidak menemukan indikasi kecurangan pascapencoblosan pilpres yang terstruktur &amp; sistematis sehingga menguntungkan salah satu paslon tulis @KawalPemilu_org. #projo #jokowi #IndonesiaEmas https://t.co/dVlKEQ666Y, Dari penelitian ini kami tidak menemukan indikasi kecurangan pascapencoblosan pilpres yang terstruktur amp sistematis sehingga menguntungkan salah satu paslon tulis KawalPemiluorg projo jokowi IndonesiaEmas ,"['dari', 'penelitian', 'ini', 'kami', 'tidak', 'menemukan', 'indikasi', 'kecurangan', 'pascapencoblosan', 'pilpres', 'yang', 'terstruktur', 'amp', 'sistematis', 'sehingga', 'menguntungkan', 'salah', 'satu', 'paslon', 'tulis', 'kawalpemiluorg', 'projo', 'jokowi', 'indonesiaemas']","['penelitian', 'menemukan', 'indikasi', 'kecurangan', 'pascapencoblosan', 'pilpres', 'terstruktur', 'amp', 'sistematis', 'menguntungkan', 'salah', 'paslon', 'tulis', 'kawalpemiluorg', 'projo', 'jokowi', 'indonesiaemas']","['teliti', 'temu', 'indikasi', 'curang', 'pascapencoblosan', 'pilpres', 'struktur', 'amp', 'sistematis', 'untung', 'salah', 'paslon', 'tulis', 'kawalpemiluorg', 'projo', 'jokowi', 'indonesiaemas']"
Prabowo Gibran Menang Telak berdasarkan hasil rekapitulasi akhir suara pemilu di luar negeri. PROJO MUDA Muda Mengabdi Mendunia @DPP_PROJO #projo #projomuda #setiadigarisrakyat #mudamengabdimendunia #indonesiamaju #indonesiaemas #tegaklurusbersamajokowi #gibranjagoanku https://t.co/B5ltX3E3GS,Prabowo Gibran Menang Telak berdasarkan hasil rekapitulasi akhir suara pemilu di luar negeri PROJO MUDA Muda Mengabdi Mendunia DPPPROJO projo projomuda setiadigarisrakyat mudamengabdimendunia indonesiamaju indonesiaemas tegaklurusbersamajokowi gibranjagoanku ,"['prabowo', 'gibran', 'menang', 'telak', 'berdasarkan', 'hasil', 'rekapitulasi', 'akhir', 'suara', 'pemilu', 'di', 'luar', 'negeri', 'projo', 'muda', 'muda', 'mengabdi', 'mendunia', 'dppprojo', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas', 'tegaklurusbersamajokowi', 'gibranjagoanku']","['prabowo', 'gibran', 'menang', 'telak', 'berdasarkan', 'hasil', 'rekapitulasi', 'suara', 'pemilu', 'negeri', 'projo', 'muda', 'muda', 'mengabdi', 'mendunia', 'dppprojo', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas', 'tegaklurusbersamajokowi', 'gibranjagoanku']","['prabowo', 'gibran', 'menang', 'telak', 'dasar', 'hasil', 'rekapitulasi', 'suara', 'milu', 'negeri', 'projo', 'muda', 'muda', 'abdi', 'dunia', 'dppprojo', 'projo', 'projomuda', 'setiadigarisrakyat', 'mudamengabdimendunia', 'indonesiamaju', 'indonesiaemas', 'tegaklurusbersamajokowi', 'gibranjagoanku']"
Jokowi Prabowo #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #prabowo #prabowosubianto https://t.co/147vgIULLb,Jokowi Prabowo jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia prabowo prabowosubianto ,"['jokowi', 'prabowo', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']","['jokowi', 'prabowo', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']","['jokowi', 'prabowo', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'prabowo', 'prabowosubianto']"
Menteri Kominfo Budi Arie Setiadi menghadiri acara BAZNAS di Istana Merdeka ( 13/3 ). #projo #jokowi #IndonesiaEmas https://t.co/4DC9IFFmG7,Menteri Kominfo Budi Arie Setiadi menghadiri acara BAZNAS di Istana Merdeka    projo jokowi IndonesiaEmas ,"['menteri', 'kominfo', 'budi', 'arie', 'setiadi', 'menghadiri', 'acara', 'baznas', 'di', 'istana', 'merdeka', 'projo', 'jokowi', 'indonesiaemas']","['menteri', 'kominfo', 'budi', 'arie', 'setiadi', 'menghadiri', 'acara', 'baznas', 'istana', 'merdeka', 'projo', 'jokowi', 'indonesiaemas']","['menteri', 'kominfo', 'budi', 'arie', 'setiadi', 'hadir', 'acara', 'baznas', 'istana', 'merdeka', 'projo', 'jokowi', 'indonesiaemas']"
siapapun yang menang jadi presiden sebetulnya pajak memang akan naik di tahun 2025 saya tau data ini dari maret 2022 lucu aja klo berstetmen tanpa data wkwkwkwk #pajaknaik #parobowo #dirjenpajak #indonesiaemas #Pemilu2024 https://t.co/YyfxZbMs1d,siapapun yang menang jadi presiden sebetulnya pajak memang akan naik di tahun  saya tau data ini dari maret  lucu aja klo berstetmen tanpa data wkwkwkwk pajaknaik parobowo dirjenpajak indonesiaemas Pemilu ,"['siapapun', 'yang', 'menang', 'jadi', 'presiden', 'sebetulnya', 'pajak', 'memang', 'akan', 'naik', 'di', 'tahun', 'saya', 'tau', 'data', 'ini', 'dari', 'maret', 'lucu', 'aja', 'klo', 'berstetmen', 'tanpa', 'data', 'wkwkwkwk', 'pajaknaik', 'parobowo', 'dirjenpajak', 'indonesiaemas', 'pemilu']","['menang', 'presiden', 'pajak', 'tau', 'data', 'maret', 'lucu', 'aja', 'klo', 'berstetmen', 'data', 'wkwkwkwk', 'pajaknaik', 'parobowo', 'dirjenpajak', 'indonesiaemas', 'pemilu']","['menang', 'presiden', 'pajak', 'tau', 'data', 'maret', 'lucu', 'aja', 'klo', 'berstetmen', 'data', 'wkwkwkwk', 'pajaknaik', 'parobowo', 'dirjenpajak', 'indonesiaemas', 'milu']"
Jokowi peletakan batu pertama pembangunan gedung Bank Kaltimtarara di IKN #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #ikn https://t.co/3fOyDCThRx,Jokowi peletakan batu pertama pembangunan gedung Bank Kaltimtarara di IKN jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia ikn ,"['jokowi', 'peletakan', 'batu', 'pertama', 'pembangunan', 'gedung', 'bank', 'kaltimtarara', 'di', 'ikn', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'ikn']","['jokowi', 'peletakan', 'batu', 'pembangunan', 'gedung', 'bank', 'kaltimtarara', 'ikn', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'ikn']","['jokowi', 'leta', 'batu', 'bangun', 'gedung', 'bank', 'kaltimtarara', 'ikn', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'ikn']"
Hari Ke 2 Bulan Ramadan 🇮🇩 #projo #jokowi #IndonesiaEmas https://t.co/2Nqkpv7X3K,Hari Ke  Bulan Ramadan  projo jokowi IndonesiaEmas ,"['hari', 'ke', 'bulan', 'ramadan', 'projo', 'jokowi', 'indonesiaemas']","['ramadan', 'projo', 'jokowi', 'indonesiaemas']","['ramadan', 'projo', 'jokowi', 'indonesiaemas']"
Menuju Indonesia Emas 2045! LPDP dan BRIN Kolaborasi Beri Beasiswa Bidang Nuklir #ayobacanews #news #newsupdate #beasiswa #indonesiaemas https://t.co/2ONEUk2Ih4,Menuju Indonesia Emas  LPDP dan BRIN Kolaborasi Beri Beasiswa Bidang Nuklir ayobacanews news newsupdate beasiswa indonesiaemas ,"['menuju', 'indonesia', 'emas', 'lpdp', 'dan', 'brin', 'kolaborasi', 'beri', 'beasiswa', 'bidang', 'nuklir', 'ayobacanews', 'news', 'newsupdate', 'beasiswa', 'indonesiaemas']","['indonesia', 'emas', 'lpdp', 'brin', 'kolaborasi', 'beasiswa', 'bidang', 'nuklir', 'ayobacanews', 'news', 'newsupdate', 'beasiswa', 'indonesiaemas']","['indonesia', 'emas', 'lpdp', 'brin', 'kolaborasi', 'beasiswa', 'bidang', 'nuklir', 'ayobacanews', 'news', 'newsupdate', 'beasiswa', 'indonesiaemas']"
@Tan_Mar3M Yg ada jg #IndonesiaCemas,TanMarM Yg ada jg IndonesiaCemas,"['tanmarm', 'yg', 'ada', 'jg', 'indonesiacemas']","['tanmarm', 'yg', 'jg', 'indonesiacemas']","['tanmarm', 'yg', 'jg', 'indonesiacemas']"
Jokowi di IKN #jokowi #presidenjokowi #indonesiaemas #indonesiamaju #sekociindonesia #ikn #ibukotanusantara https://t.co/DrfNjXknip,Jokowi di IKN jokowi presidenjokowi indonesiaemas indonesiamaju sekociindonesia ikn ibukotanusantara ,"['jokowi', 'di', 'ikn', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'ikn', 'ibukotanusantara']","['jokowi', 'ikn', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'ikn', 'ibukotanusantara']","['jokowi', 'ikn', 'jokowi', 'presidenjokowi', 'indonesiaemas', 'indonesiamaju', 'sekociindonesia', 'ikn', 'ibukotanusantara']"
@TeddGus @ganjarpranowo @mohmahfudmd Luar biasa pemerintahan @jokowi Pantas menang telak dlm dukungan pilpres 2024. Pilihan rakyat ke paslon 02 sudah tepat. RI dan Presiden @prabowo @gibran_tweet siap menuju #IndonesiaEmas 2045 #PrabowoGibran terbaik https://t.co/10xAIsKQE6,TeddGus ganjarpranowo mohmahfudmd Luar biasa pemerintahan jokowi Pantas menang telak dlm dukungan pilpres  Pilihan rakyat ke paslon  sudah tepat RI dan Presiden prabowo gibrantweet siap menuju IndonesiaEmas  PrabowoGibran terbaik ,"['teddgus', 'ganjarpranowo', 'mohmahfudmd', 'luar', 'biasa', 'pemerintahan', 'jokowi', 'pantas', 'menang', 'telak', 'dlm', 'dukungan', 'pilpres', 'pilihan', 'rakyat', 'ke', 'paslon', 'sudah', 'tepat', 'ri', 'dan', 'presiden', 'prabowo', 'gibrantweet', 'siap', 'menuju', 'indonesiaemas', 'prabowogibran', 'terbaik']","['teddgus', 'ganjarpranowo', 'mohmahfudmd', 'pemerintahan', 'jokowi', 'menang', 'telak', 'dlm', 'dukungan', 'pilpres', 'pilihan', 'rakyat', 'paslon', 'ri', 'presiden', 'prabowo', 'gibrantweet', 'indonesiaemas', 'prabowogibran', 'terbaik']","['teddgus', 'ganjarpranowo', 'mohmahfudmd', 'perintah', 'jokowi', 'menang', 'telak', 'dlm', 'dukung', 'pilpres', 'pilih', 'rakyat', 'paslon', 'ri', 'presiden', 'prabowo', 'gibrantweet', 'indonesiaemas', 'prabowogibran', 'baik']"
@TeddGus @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet Luar biasa pemerintahan @jokowi Pantas menang telak dlm dukungan pilpres 2024. Pilihan rakyat ke paslon 02 sudah tepat. RI dan Presiden @prabowo @gibran_tweet siap menuju #IndonesiaEmas 2045 #PrabowoGibran terbaik https://t.co/poLM8vp0fA,TeddGus ganjarpranowo mohmahfudmd prabowo gibrantweet Luar biasa pemerintahan jokowi Pantas menang telak dlm dukungan pilpres  Pilihan rakyat ke paslon  sudah tepat RI dan Presiden prabowo gibrantweet siap menuju IndonesiaEmas  PrabowoGibran terbaik ,"['teddgus', 'ganjarpranowo', 'mohmahfudmd', 'prabowo', 'gibrantweet', 'luar', 'biasa', 'pemerintahan', 'jokowi', 'pantas', 'menang', 'telak', 'dlm', 'dukungan', 'pilpres', 'pilihan', 'rakyat', 'ke', 'paslon', 'sudah', 'tepat', 'ri', 'dan', 'presiden', 'prabowo', 'gibrantweet', 'siap', 'menuju', 'indonesiaemas', 'prabowogibran', 'terbaik']","['teddgus', 'ganjarpranowo', 'mohmahfudmd', 'prabowo', 'gibrantweet', 'pemerintahan', 'jokowi', 'menang', 'telak', 'dlm', 'dukungan', 'pilpres', 'pilihan', 'rakyat', 'paslon', 'ri', 'presiden', 'prabowo', 'gibrantweet', 'indonesiaemas', 'prabowogibran', 'terbaik']","['teddgus', 'ganjarpranowo', 'mohmahfudmd', 'prabowo', 'gibrantweet', 'perintah', 'jokowi', 'menang', 'telak', 'dlm', 'dukung', 'pilpres', 'pilih', 'rakyat', 'paslon', 'ri', 'presiden', 'prabowo', 'gibrantweet', 'indonesiaemas', 'prabowogibran', 'baik']"
